Timestamp,Email address,What is your name?,Please enter your email address.,What is your age group?,What is your gender?,How frequently do you order food from Swiggy?,What type of food do you usually order?,What time of day do you usually place your order?,What is your average order value?,Rate your overall delivery experience with Swiggy?,Was the delivery on time?,How would you rate the food packaging quality?,Did you face any issues with the delivery executive?,How easy is it to navigate the Swiggy app/website?,What is your preferred payment method?,Which mode do you prefer more?
24/10/2024 17:12:04,user432@example.com,User 432,user432@example.com,25-34,Male,Daily,Desserts,Breakfast (6 AM - 10 AM),More than ₹1000,1,No,2,Yes,2,Cash on Delivery,Dine restaurant
24/10/2024 17:12:04,user433@example.com,User 433,user433@example.com,18-24,Non-binary/Other,Occasionally,Healthy/Organic,Dinner (7 PM - 10 PM),More than ₹1000,5,Yes,3,Yes,5,Credit/Debit Card,Dine restaurant
24/10/2024 17:12:04,user434@example.com,User 434,user434@example.com,18-24,Male,Occasionally,Healthy/Organic,Late Night (After 10 PM),₹200 - ₹500,2,No,2,No,3,Net Banking,Dine restaurant
24/10/2024 17:12:05,user435@example.com,User 435,user435@example.com,25-34,Male,Daily,Indian Cuisine,Late Night (After 10 PM),Less than ₹200,2,No,4,No,4,"UPI (e.g., Google Pay, PhonePe)",Dine restaurant
24/10/2024 17:12:05,user436@example.com,User 436,user436@example.com,35-44,Male,Daily,Indian Cuisine,Breakfast (6 AM - 10 AM),₹500 - ₹1000,5,Yes,5,No,3,Net Banking,Dine restaurant
24/10/2024 17:12:05,user437@example.com,User 437,user437@example.com,35-44,Male,Occasionally,Chinese Cuisine,Dinner (7 PM - 10 PM),More than ₹1000,1,Yes,3,Yes,3,Credit/Debit Card,Dine restaurant
24/10/2024 17:12:06,user438@example.com,User 438,user438@example.com,18-24,Prefer not to say,Occasionally,Other,Lunch (12 PM - 3 PM),₹200 - ₹500,1,Yes,5,Yes,4,"Wallet (e.g., Paytm, Amazon Pay)",Cafes
24/10/2024 17:12:06,user439@example.com,User 439,user439@example.com,25-34,Non-binary/Other,Monthly,Healthy/Organic,Lunch (12 PM - 3 PM),₹200 - ₹500,4,No,2,Yes,4,"UPI (e.g., Google Pay, PhonePe)",Cafes
24/10/2024 17:12:06,user440@example.com,User 440,user440@example.com,45-54,Female,Occasionally,Indian Cuisine,Breakfast (6 AM - 10 AM),Less than ₹200,3,No,2,No,5,Credit/Debit Card,Dine restaurant
24/10/2024 17:12:07,user441@example.com,User 441,user441@example.com,18-24,Male,Monthly,Desserts,Dinner (7 PM - 10 PM),₹500 - ₹1000,1,Yes,2,Yes,4,Net Banking,Cafes
24/10/2024 17:12:07,user442@example.com,User 442,user442@example.com,18-24,Female,Monthly,Other,Lunch (12 PM - 3 PM),₹200 - ₹500,4,Yes,2,Yes,4,Net Banking,Dine restaurant
24/10/2024 17:12:07,user443@example.com,User 443,user443@example.com,18-24,Non-binary/Other,Weekly,Other,Dinner (7 PM - 10 PM),₹200 - ₹500,3,No,2,No,5,Net Banking,Cafes
24/10/2024 17:12:08,user444@example.com,User 444,user444@example.com,18-24,Prefer not to say,Monthly,Beverages,Breakfast (6 AM - 10 AM),More than ₹1000,4,Yes,1,Yes,2,Cash on Delivery,Dine restaurant
24/10/2024 17:12:08,user445@example.com,User 445,user445@example.com,35-44,Prefer not to say,Weekly,Healthy/Organic,Breakfast (6 AM - 10 AM),More than ₹1000,3,Yes,4,No,3,"Wallet (e.g., Paytm, Amazon Pay)",Cafes
24/10/2024 17:12:09,user446@example.com,User 446,user446@example.com,45-54,Prefer not to say,Daily,Healthy/Organic,Breakfast (6 AM - 10 AM),More than ₹1000,5,No,3,No,1,Credit/Debit Card,Dine restaurant
24/10/2024 17:12:09,user447@example.com,User 447,user447@example.com,55+,Male,Weekly,Chinese Cuisine,Breakfast (6 AM - 10 AM),Less than ₹200,4,No,5,No,2,"UPI (e.g., Google Pay, PhonePe)",Dine restaurant
24/10/2024 17:12:10,user448@example.com,User 448,user448@example.com,25-34,Male,Weekly,Italian Cuisine,Breakfast (6 AM - 10 AM),Less than ₹200,3,No,3,Yes,1,Cash on Delivery,Cafes
24/10/2024 17:12:11,user449@example.com,User 449,user449@example.com,45-54,Male,Weekly,Indian Cuisine,Late Night (After 10 PM),₹500 - ₹1000,5,No,3,No,1,Net Banking,Dine restaurant
24/10/2024 17:12:11,user450@example.com,User 450,user450@example.com,55+,Male,Daily,Desserts,Breakfast (6 AM - 10 AM),More than ₹1000,5,No,2,Yes,3,"Wallet (e.g., Paytm, Amazon Pay)",Dine restaurant
24/10/2024 17:12:12,user451@example.com,User 451,user451@example.com,25-34,Non-binary/Other,Daily,Indian Cuisine,Breakfast (6 AM - 10 AM),₹200 - ₹500,3,Yes,2,No,4,Cash on Delivery,Cafes
24/10/2024 17:12:12,user452@example.com,User 452,user452@example.com,55+,Prefer not to say,Occasionally,Healthy/Organic,Lunch (12 PM - 3 PM),More than ₹1000,1,No,1,Yes,1,"Wallet (e.g., Paytm, Amazon Pay)",Dine restaurant
24/10/2024 17:12:12,user453@example.com,User 453,user453@example.com,55+,Male,Daily,Indian Cuisine,Breakfast (6 AM - 10 AM),₹200 - ₹500,2,Yes,2,No,1,"UPI (e.g., Google Pay, PhonePe)",Dine restaurant
24/10/2024 17:12:12,user454@example.com,User 454,user454@example.com,45-54,Prefer not to say,Daily,Italian Cuisine,Late Night (After 10 PM),₹200 - ₹500,5,Yes,4,Yes,3,"UPI (e.g., Google Pay, PhonePe)",Dine restaurant
24/10/2024 17:12:13,user455@example.com,User 455,user455@example.com,25-34,Prefer not to say,Monthly,Other,Breakfast (6 AM - 10 AM),₹500 - ₹1000,1,No,3,Yes,4,Net Banking,Cafes
24/10/2024 17:12:13,user456@example.com,User 456,user456@example.com,35-44,Prefer not to say,Occasionally,Desserts,Late Night (After 10 PM),Less than ₹200,5,No,3,Yes,2,Net Banking,Dine restaurant
24/10/2024 17:12:13,user457@example.com,User 457,user457@example.com,18-24,Non-binary/Other,Daily,Indian Cuisine,Dinner (7 PM - 10 PM),₹500 - ₹1000,1,No,5,Yes,5,Credit/Debit Card,Dine restaurant
24/10/2024 17:12:14,user458@example.com,User 458,user458@example.com,18-24,Male,Occasionally,Beverages,Dinner (7 PM - 10 PM),₹500 - ₹1000,3,Yes,5,Yes,2,"Wallet (e.g., Paytm, Amazon Pay)",Cafes
24/10/2024 17:12:14,user459@example.com,User 459,user459@example.com,45-54,Non-binary/Other,Weekly,Chinese Cuisine,Dinner (7 PM - 10 PM),₹200 - ₹500,3,Yes,5,No,3,Credit/Debit Card,Dine restaurant
24/10/2024 17:12:14,user460@example.com,User 460,user460@example.com,55+,Female,Daily,Italian Cuisine,Dinner (7 PM - 10 PM),Less than ₹200,4,Yes,2,No,1,Credit/Debit Card,Cafes
24/10/2024 17:12:14,user461@example.com,User 461,user461@example.com,55+,Non-binary/Other,Weekly,Healthy/Organic,Breakfast (6 AM - 10 AM),₹200 - ₹500,2,Yes,1,Yes,3,"Wallet (e.g., Paytm, Amazon Pay)",Cafes
24/10/2024 17:12:15,user462@example.com,User 462,user462@example.com,55+,Female,Daily,Italian Cuisine,Breakfast (6 AM - 10 AM),More than ₹1000,1,Yes,5,No,1,"UPI (e.g., Google Pay, PhonePe)",Cafes
24/10/2024 17:12:15,user463@example.com,User 463,user463@example.com,35-44,Non-binary/Other,Weekly,Italian Cuisine,Late Night (After 10 PM),₹200 - ₹500,3,No,4,Yes,3,"Wallet (e.g., Paytm, Amazon Pay)",Dine restaurant
24/10/2024 17:12:16,user464@example.com,User 464,user464@example.com,25-34,Male,Weekly,Italian Cuisine,Dinner (7 PM - 10 PM),₹200 - ₹500,4,No,2,No,3,Net Banking,Cafes
24/10/2024 17:12:16,user465@example.com,User 465,user465@example.com,35-44,Female,Weekly,Indian Cuisine,Lunch (12 PM - 3 PM),More than ₹1000,5,Yes,5,Yes,4,"Wallet (e.g., Paytm, Amazon Pay)",Cafes
24/10/2024 17:12:16,user466@example.com,User 466,user466@example.com,25-34,Prefer not to say,Weekly,Italian Cuisine,Dinner (7 PM - 10 PM),₹200 - ₹500,5,No,5,No,5,Cash on Delivery,Cafes
24/10/2024 17:12:17,user467@example.com,User 467,user467@example.com,45-54,Prefer not to say,Daily,Chinese Cuisine,Lunch (12 PM - 3 PM),Less than ₹200,4,Yes,2,Yes,2,Credit/Debit Card,Cafes
24/10/2024 17:12:17,user468@example.com,User 468,user468@example.com,18-24,Non-binary/Other,Weekly,Beverages,Breakfast (6 AM - 10 AM),₹200 - ₹500,5,Yes,3,No,2,Credit/Debit Card,Cafes
24/10/2024 17:12:17,user469@example.com,User 469,user469@example.com,45-54,Prefer not to say,Occasionally,Beverages,Late Night (After 10 PM),₹200 - ₹500,1,Yes,5,Yes,3,"Wallet (e.g., Paytm, Amazon Pay)",Cafes
24/10/2024 17:12:17,user470@example.com,User 470,user470@example.com,45-54,Male,Daily,Beverages,Lunch (12 PM - 3 PM),₹500 - ₹1000,3,Yes,5,No,4,Credit/Debit Card,Cafes
24/10/2024 17:12:18,user471@example.com,User 471,user471@example.com,25-34,Male,Monthly,Desserts,Late Night (After 10 PM),Less than ₹200,3,No,4,Yes,2,Cash on Delivery,Cafes
24/10/2024 17:12:18,user472@example.com,User 472,user472@example.com,45-54,Male,Occasionally,Italian Cuisine,Dinner (7 PM - 10 PM),Less than ₹200,3,No,4,Yes,1,Cash on Delivery,Dine restaurant
24/10/2024 17:12:18,user473@example.com,User 473,user473@example.com,18-24,Non-binary/Other,Occasionally,Healthy/Organic,Dinner (7 PM - 10 PM),More than ₹1000,3,Yes,1,No,1,"Wallet (e.g., Paytm, Amazon Pay)",Dine restaurant
24/10/2024 17:12:19,user474@example.com,User 474,user474@example.com,55+,Female,Weekly,Beverages,Late Night (After 10 PM),Less than ₹200,3,Yes,1,No,1,Credit/Debit Card,Cafes
24/10/2024 17:12:19,user475@example.com,User 475,user475@example.com,35-44,Male,Occasionally,Beverages,Breakfast (6 AM - 10 AM),₹500 - ₹1000,2,Yes,2,Yes,1,Credit/Debit Card,Dine restaurant
24/10/2024 17:12:19,user476@example.com,User 476,user476@example.com,35-44,Prefer not to say,Weekly,Beverages,Dinner (7 PM - 10 PM),More than ₹1000,3,Yes,3,Yes,4,Cash on Delivery,Cafes
24/10/2024 17:12:19,user477@example.com,User 477,user477@example.com,25-34,Prefer not to say,Daily,Chinese Cuisine,Breakfast (6 AM - 10 AM),More than ₹1000,1,No,5,Yes,4,Cash on Delivery,Dine restaurant
24/10/2024 17:12:20,user478@example.com,User 478,user478@example.com,18-24,Female,Weekly,Beverages,Lunch (12 PM - 3 PM),₹200 - ₹500,2,Yes,3,No,4,Cash on Delivery,Dine restaurant
24/10/2024 17:12:20,user479@example.com,User 479,user479@example.com,55+,Non-binary/Other,Monthly,Indian Cuisine,Lunch (12 PM - 3 PM),₹500 - ₹1000,1,Yes,5,Yes,5,Credit/Debit Card,Dine restaurant
24/10/2024 17:12:20,user480@example.com,User 480,user480@example.com,35-44,Female,Monthly,Chinese Cuisine,Dinner (7 PM - 10 PM),₹500 - ₹1000,2,No,3,No,5,Net Banking,Cafes
24/10/2024 17:12:21,user481@example.com,User 481,user481@example.com,45-54,Non-binary/Other,Occasionally,Italian Cuisine,Dinner (7 PM - 10 PM),₹500 - ₹1000,2,No,1,Yes,5,Credit/Debit Card,Dine restaurant
24/10/2024 17:12:21,user482@example.com,User 482,user482@example.com,35-44,Non-binary/Other,Occasionally,Italian Cuisine,Late Night (After 10 PM),Less than ₹200,2,Yes,4,No,3,Cash on Delivery,Dine restaurant
24/10/2024 17:12:22,user483@example.com,User 483,user483@example.com,35-44,Female,Monthly,Beverages,Breakfast (6 AM - 10 AM),₹500 - ₹1000,4,Yes,3,Yes,4,"UPI (e.g., Google Pay, PhonePe)",Dine restaurant
24/10/2024 17:12:22,user484@example.com,User 484,user484@example.com,55+,Non-binary/Other,Occasionally,Other,Lunch (12 PM - 3 PM),₹500 - ₹1000,2,Yes,1,No,4,Cash on Delivery,Dine restaurant
24/10/2024 17:12:23,user485@example.com,User 485,user485@example.com,55+,Prefer not to say,Weekly,Chinese Cuisine,Late Night (After 10 PM),Less than ₹200,4,Yes,2,Yes,3,Credit/Debit Card,Dine restaurant
24/10/2024 17:12:23,user486@example.com,User 486,user486@example.com,45-54,Non-binary/Other,Monthly,Desserts,Breakfast (6 AM - 10 AM),Less than ₹200,3,No,3,No,4,"Wallet (e.g., Paytm, Amazon Pay)",Cafes
24/10/2024 17:12:23,user487@example.com,User 487,user487@example.com,18-24,Prefer not to say,Daily,Chinese Cuisine,Dinner (7 PM - 10 PM),Less than ₹200,2,Yes,3,No,4,"Wallet (e.g., Paytm, Amazon Pay)",Dine restaurant
24/10/2024 17:12:23,user488@example.com,User 488,user488@example.com,35-44,Prefer not to say,Occasionally,Desserts,Dinner (7 PM - 10 PM),₹500 - ₹1000,3,No,4,Yes,3,"UPI (e.g., Google Pay, PhonePe)",Cafes
24/10/2024 17:12:24,user489@example.com,User 489,user489@example.com,55+,Female,Occasionally,Beverages,Dinner (7 PM - 10 PM),₹200 - ₹500,4,Yes,3,No,5,Credit/Debit Card,Dine restaurant
24/10/2024 17:12:24,user490@example.com,User 490,user490@example.com,55+,Non-binary/Other,Occasionally,Beverages,Breakfast (6 AM - 10 AM),Less than ₹200,5,No,1,No,4,"Wallet (e.g., Paytm, Amazon Pay)",Dine restaurant
24/10/2024 17:12:24,user491@example.com,User 491,user491@example.com,18-24,Male,Weekly,Italian Cuisine,Dinner (7 PM - 10 PM),Less than ₹200,5,Yes,2,Yes,1,"Wallet (e.g., Paytm, Amazon Pay)",Cafes
24/10/2024 17:12:24,user492@example.com,User 492,user492@example.com,35-44,Prefer not to say,Occasionally,Beverages,Lunch (12 PM - 3 PM),₹500 - ₹1000,3,Yes,1,Yes,1,Cash on Delivery,Dine restaurant
24/10/2024 17:12:25,user493@example.com,User 493,user493@example.com,18-24,Non-binary/Other,Monthly,Healthy/Organic,Late Night (After 10 PM),₹200 - ₹500,5,Yes,2,Yes,5,Net Banking,Dine restaurant
24/10/2024 17:12:26,user494@example.com,User 494,user494@example.com,35-44,Prefer not to say,Daily,Other,Lunch (12 PM - 3 PM),₹500 - ₹1000,3,Yes,2,No,5,Credit/Debit Card,Dine restaurant
24/10/2024 17:12:26,user495@example.com,User 495,user495@example.com,18-24,Non-binary/Other,Weekly,Indian Cuisine,Breakfast (6 AM - 10 AM),₹200 - ₹500,1,No,5,No,2,Credit/Debit Card,Cafes
24/10/2024 17:12:27,user496@example.com,User 496,user496@example.com,25-34,Female,Occasionally,Healthy/Organic,Dinner (7 PM - 10 PM),Less than ₹200,3,Yes,5,Yes,3,"Wallet (e.g., Paytm, Amazon Pay)",Dine restaurant
24/10/2024 17:12:27,user497@example.com,User 497,user497@example.com,55+,Non-binary/Other,Monthly,Indian Cuisine,Lunch (12 PM - 3 PM),Less than ₹200,3,Yes,4,Yes,4,Credit/Debit Card,Cafes
24/10/2024 17:12:27,user498@example.com,User 498,user498@example.com,45-54,Prefer not to say,Monthly,Other,Late Night (After 10 PM),₹200 - ₹500,2,Yes,3,Yes,3,"Wallet (e.g., Paytm, Amazon Pay)",Dine restaurant
24/10/2024 17:12:27,user499@example.com,User 499,user499@example.com,18-24,Prefer not to say,Monthly,Other,Late Night (After 10 PM),₹200 - ₹500,4,No,2,No,5,"UPI (e.g., Google Pay, PhonePe)",Dine restaurant
24/10/2024 17:12:28,user500@example.com,User 500,user500@example.com,55+,Female,Daily,Beverages,Breakfast (6 AM - 10 AM),More than ₹1000,2,Yes,5,No,2,"Wallet (e.g., Paytm, Amazon Pay)",Dine restaurant
24/10/2024 17:12:28,user501@example.com,User 501,user501@example.com,18-24,Prefer not to say,Occasionally,Chinese Cuisine,Breakfast (6 AM - 10 AM),Less than ₹200,5,No,5,Yes,5,Credit/Debit Card,Cafes
24/10/2024 17:12:29,user502@example.com,User 502,user502@example.com,45-54,Male,Weekly,Chinese Cuisine,Late Night (After 10 PM),₹500 - ₹1000,5,No,5,Yes,4,Credit/Debit Card,Dine restaurant
24/10/2024 17:12:29,user503@example.com,User 503,user503@example.com,55+,Male,Occasionally,Italian Cuisine,Late Night (After 10 PM),More than ₹1000,1,Yes,4,No,5,"Wallet (e.g., Paytm, Amazon Pay)",Dine restaurant
24/10/2024 17:12:30,user504@example.com,User 504,user504@example.com,35-44,Female,Occasionally,Indian Cuisine,Late Night (After 10 PM),More than ₹1000,4,Yes,3,Yes,5,Net Banking,Dine restaurant
24/10/2024 17:12:30,user505@example.com,User 505,user505@example.com,45-54,Non-binary/Other,Daily,Chinese Cuisine,Lunch (12 PM - 3 PM),₹500 - ₹1000,1,Yes,4,No,2,Credit/Debit Card,Dine restaurant
24/10/2024 17:12:30,user506@example.com,User 506,user506@example.com,35-44,Non-binary/Other,Monthly,Other,Dinner (7 PM - 10 PM),₹200 - ₹500,4,No,5,Yes,4,Credit/Debit Card,Cafes
24/10/2024 17:12:30,user507@example.com,User 507,user507@example.com,18-24,Prefer not to say,Occasionally,Italian Cuisine,Late Night (After 10 PM),₹500 - ₹1000,4,No,1,Yes,1,Net Banking,Cafes
24/10/2024 17:12:31,user508@example.com,User 508,user508@example.com,45-54,Non-binary/Other,Daily,Indian Cuisine,Breakfast (6 AM - 10 AM),More than ₹1000,3,Yes,3,Yes,1,Credit/Debit Card,Dine restaurant
24/10/2024 17:12:31,user509@example.com,User 509,user509@example.com,35-44,Prefer not to say,Weekly,Italian Cuisine,Lunch (12 PM - 3 PM),₹200 - ₹500,4,Yes,4,No,5,Credit/Debit Card,Cafes
24/10/2024 17:12:31,user510@example.com,User 510,user510@example.com,25-34,Male,Monthly,Other,Breakfast (6 AM - 10 AM),Less than ₹200,4,No,3,Yes,4,Net Banking,Cafes
24/10/2024 17:12:32,user511@example.com,User 511,user511@example.com,55+,Non-binary/Other,Occasionally,Healthy/Organic,Dinner (7 PM - 10 PM),₹200 - ₹500,1,Yes,2,Yes,5,Cash on Delivery,Dine restaurant
24/10/2024 17:12:32,user512@example.com,User 512,user512@example.com,45-54,Prefer not to say,Occasionally,Indian Cuisine,Breakfast (6 AM - 10 AM),More than ₹1000,1,Yes,3,No,2,Credit/Debit Card,Dine restaurant
24/10/2024 17:12:32,user513@example.com,User 513,user513@example.com,25-34,Female,Occasionally,Indian Cuisine,Late Night (After 10 PM),₹500 - ₹1000,2,No,3,Yes,1,"UPI (e.g., Google Pay, PhonePe)",Cafes
24/10/2024 17:12:32,user514@example.com,User 514,user514@example.com,45-54,Male,Monthly,Chinese Cuisine,Dinner (7 PM - 10 PM),₹200 - ₹500,1,No,4,Yes,5,Credit/Debit Card,Dine restaurant
24/10/2024 17:12:33,user515@example.com,User 515,user515@example.com,35-44,Male,Weekly,Healthy/Organic,Breakfast (6 AM - 10 AM),₹500 - ₹1000,3,No,5,No,3,Cash on Delivery,Dine restaurant
24/10/2024 17:12:33,user516@example.com,User 516,user516@example.com,45-54,Male,Monthly,Other,Lunch (12 PM - 3 PM),₹500 - ₹1000,2,Yes,2,Yes,1,"UPI (e.g., Google Pay, PhonePe)",Dine restaurant
24/10/2024 17:12:33,user517@example.com,User 517,user517@example.com,45-54,Male,Daily,Desserts,Lunch (12 PM - 3 PM),₹500 - ₹1000,2,Yes,4,No,2,Credit/Debit Card,Cafes
24/10/2024 17:12:33,user518@example.com,User 518,user518@example.com,18-24,Non-binary/Other,Weekly,Indian Cuisine,Breakfast (6 AM - 10 AM),₹200 - ₹500,3,Yes,1,No,5,"Wallet (e.g., Paytm, Amazon Pay)",Dine restaurant
24/10/2024 17:12:34,user519@example.com,User 519,user519@example.com,35-44,Male,Monthly,Desserts,Late Night (After 10 PM),₹500 - ₹1000,1,No,4,Yes,2,Cash on Delivery,Dine restaurant
24/10/2024 17:12:35,user520@example.com,User 520,user520@example.com,55+,Male,Occasionally,Chinese Cuisine,Lunch (12 PM - 3 PM),More than ₹1000,1,Yes,3,No,5,"UPI (e.g., Google Pay, PhonePe)",Cafes
24/10/2024 17:12:35,user521@example.com,User 521,user521@example.com,25-34,Non-binary/Other,Monthly,Chinese Cuisine,Breakfast (6 AM - 10 AM),₹500 - ₹1000,2,No,4,No,1,Credit/Debit Card,Dine restaurant
24/10/2024 17:12:35,user522@example.com,User 522,user522@example.com,18-24,Male,Monthly,Beverages,Lunch (12 PM - 3 PM),₹500 - ₹1000,2,Yes,2,Yes,5,Net Banking,Cafes
24/10/2024 17:12:36,user523@example.com,User 523,user523@example.com,25-34,Male,Daily,Healthy/Organic,Lunch (12 PM - 3 PM),₹500 - ₹1000,1,Yes,1,No,2,"Wallet (e.g., Paytm, Amazon Pay)",Cafes
24/10/2024 17:12:37,user524@example.com,User 524,user524@example.com,35-44,Prefer not to say,Monthly,Desserts,Dinner (7 PM - 10 PM),₹200 - ₹500,5,Yes,1,No,1,"UPI (e.g., Google Pay, PhonePe)",Dine restaurant
24/10/2024 17:12:37,user525@example.com,User 525,user525@example.com,25-34,Non-binary/Other,Monthly,Other,Late Night (After 10 PM),₹500 - ₹1000,3,Yes,1,No,2,"Wallet (e.g., Paytm, Amazon Pay)",Cafes
24/10/2024 17:12:37,user526@example.com,User 526,user526@example.com,18-24,Non-binary/Other,Occasionally,Other,Dinner (7 PM - 10 PM),More than ₹1000,1,No,4,No,2,Credit/Debit Card,Dine restaurant
24/10/2024 17:12:37,user527@example.com,User 527,user527@example.com,55+,Female,Monthly,Indian Cuisine,Lunch (12 PM - 3 PM),₹500 - ₹1000,5,No,1,No,1,"Wallet (e.g., Paytm, Amazon Pay)",Dine restaurant
24/10/2024 17:12:38,user528@example.com,User 528,user528@example.com,45-54,Male,Weekly,Healthy/Organic,Breakfast (6 AM - 10 AM),More than ₹1000,3,No,1,Yes,3,Cash on Delivery,Cafes
24/10/2024 17:12:38,user529@example.com,User 529,user529@example.com,55+,Prefer not to say,Monthly,Beverages,Dinner (7 PM - 10 PM),₹500 - ₹1000,5,Yes,1,Yes,1,"Wallet (e.g., Paytm, Amazon Pay)",Cafes
24/10/2024 17:12:38,user530@example.com,User 530,user530@example.com,55+,Male,Daily,Indian Cuisine,Lunch (12 PM - 3 PM),₹200 - ₹500,1,Yes,2,No,2,"UPI (e.g., Google Pay, PhonePe)",Dine restaurant
24/10/2024 17:12:39,user531@example.com,User 531,user531@example.com,55+,Female,Occasionally,Chinese Cuisine,Lunch (12 PM - 3 PM),₹200 - ₹500,2,No,2,No,3,"UPI (e.g., Google Pay, PhonePe)",Dine restaurant
24/10/2024 17:12:39,user532@example.com,User 532,user532@example.com,45-54,Prefer not to say,Weekly,Beverages,Breakfast (6 AM - 10 AM),₹200 - ₹500,4,No,5,No,4,"UPI (e.g., Google Pay, PhonePe)",Dine restaurant
24/10/2024 17:12:40,user533@example.com,User 533,user533@example.com,45-54,Prefer not to say,Daily,Chinese Cuisine,Late Night (After 10 PM),₹200 - ₹500,4,Yes,2,No,3,Credit/Debit Card,Cafes
24/10/2024 17:12:40,user534@example.com,User 534,user534@example.com,55+,Non-binary/Other,Occasionally,Italian Cuisine,Lunch (12 PM - 3 PM),Less than ₹200,2,Yes,5,No,5,Net Banking,Dine restaurant
24/10/2024 17:12:40,user535@example.com,User 535,user535@example.com,18-24,Female,Monthly,Beverages,Lunch (12 PM - 3 PM),₹200 - ₹500,1,Yes,2,No,3,Cash on Delivery,Dine restaurant
24/10/2024 17:12:40,user536@example.com,User 536,user536@example.com,25-34,Non-binary/Other,Daily,Desserts,Breakfast (6 AM - 10 AM),Less than ₹200,5,Yes,2,Yes,2,Net Banking,Cafes
24/10/2024 17:12:41,user537@example.com,User 537,user537@example.com,25-34,Female,Daily,Indian Cuisine,Breakfast (6 AM - 10 AM),₹200 - ₹500,2,Yes,1,Yes,1,Net Banking,Dine restaurant
24/10/2024 17:12:41,user538@example.com,User 538,user538@example.com,45-54,Male,Daily,Desserts,Lunch (12 PM - 3 PM),₹500 - ₹1000,5,No,5,No,1,"UPI (e.g., Google Pay, PhonePe)",Cafes
24/10/2024 17:12:41,user539@example.com,User 539,user539@example.com,45-54,Prefer not to say,Weekly,Other,Lunch (12 PM - 3 PM),Less than ₹200,2,Yes,2,Yes,5,"Wallet (e.g., Paytm, Amazon Pay)",Dine restaurant
24/10/2024 17:12:43,user540@example.com,User 540,user540@example.com,35-44,Prefer not to say,Occasionally,Beverages,Late Night (After 10 PM),Less than ₹200,1,Yes,2,No,1,"Wallet (e.g., Paytm, Amazon Pay)",Dine restaurant
24/10/2024 17:12:43,user541@example.com,User 541,user541@example.com,45-54,Male,Occasionally,Beverages,Dinner (7 PM - 10 PM),Less than ₹200,5,Yes,3,No,3,Credit/Debit Card,Dine restaurant
24/10/2024 17:12:43,user542@example.com,User 542,user542@example.com,55+,Male,Occasionally,Beverages,Lunch (12 PM - 3 PM),₹500 - ₹1000,2,No,2,No,1,Cash on Delivery,Cafes
24/10/2024 17:12:44,user543@example.com,User 543,user543@example.com,18-24,Prefer not to say,Daily,Beverages,Late Night (After 10 PM),₹500 - ₹1000,2,No,4,Yes,3,Net Banking,Cafes
24/10/2024 17:12:44,user544@example.com,User 544,user544@example.com,25-34,Female,Weekly,Other,Breakfast (6 AM - 10 AM),More than ₹1000,3,Yes,4,Yes,4,"Wallet (e.g., Paytm, Amazon Pay)",Cafes
24/10/2024 17:12:44,user545@example.com,User 545,user545@example.com,55+,Female,Daily,Other,Late Night (After 10 PM),₹500 - ₹1000,1,Yes,2,No,5,Credit/Debit Card,Cafes
24/10/2024 17:12:44,user546@example.com,User 546,user546@example.com,18-24,Prefer not to say,Weekly,Desserts,Breakfast (6 AM - 10 AM),More than ₹1000,2,No,3,Yes,1,"UPI (e.g., Google Pay, PhonePe)",Dine restaurant
24/10/2024 17:12:45,user547@example.com,User 547,user547@example.com,35-44,Male,Weekly,Beverages,Dinner (7 PM - 10 PM),₹500 - ₹1000,5,Yes,4,No,5,Net Banking,Cafes
24/10/2024 17:12:45,user548@example.com,User 548,user548@example.com,35-44,Prefer not to say,Weekly,Indian Cuisine,Late Night (After 10 PM),Less than ₹200,2,Yes,1,No,2,Cash on Delivery,Dine restaurant
24/10/2024 17:12:45,user549@example.com,User 549,user549@example.com,55+,Non-binary/Other,Monthly,Other,Breakfast (6 AM - 10 AM),₹500 - ₹1000,2,No,4,Yes,5,Net Banking,Dine restaurant
24/10/2024 17:12:45,user550@example.com,User 550,user550@example.com,18-24,Male,Weekly,Beverages,Late Night (After 10 PM),₹200 - ₹500,1,Yes,4,No,4,Cash on Delivery,Cafes
24/10/2024 17:12:46,user551@example.com,User 551,user551@example.com,55+,Non-binary/Other,Weekly,Desserts,Breakfast (6 AM - 10 AM),More than ₹1000,2,Yes,1,No,4,Cash on Delivery,Dine restaurant
24/10/2024 17:12:46,user552@example.com,User 552,user552@example.com,18-24,Prefer not to say,Monthly,Italian Cuisine,Breakfast (6 AM - 10 AM),₹200 - ₹500,2,Yes,2,No,5,"UPI (e.g., Google Pay, PhonePe)",Dine restaurant
24/10/2024 17:12:46,user553@example.com,User 553,user553@example.com,35-44,Non-binary/Other,Daily,Other,Lunch (12 PM - 3 PM),₹500 - ₹1000,2,No,2,Yes,4,"Wallet (e.g., Paytm, Amazon Pay)",Dine restaurant
24/10/2024 17:12:47,user554@example.com,User 554,user554@example.com,35-44,Prefer not to say,Monthly,Other,Late Night (After 10 PM),₹200 - ₹500,5,No,2,Yes,4,Net Banking,Dine restaurant
24/10/2024 17:12:47,user555@example.com,User 555,user555@example.com,25-34,Female,Occasionally,Healthy/Organic,Breakfast (6 AM - 10 AM),Less than ₹200,5,Yes,2,No,4,Cash on Delivery,Cafes
